0.00, 0.0000
0.96, 0.0060
1.51, 0.0145
1.99, 0.0255
2.50, 0.0401
3.01, 0.0582
3.50, 0.0792
4.02, 0.1037
4.52, 0.1313
5.01, 0.1603
